날짜,지역,방문자수,연령대,성별,이벤트 종류,참여자수,참여비율
2024-05-13,부산,1,청소년,여,게임 및 퀴즈,0,0.0
2024-05-13,부산,22,청년,남,게임 및 퀴즈,6,27.27272727272727
2024-05-13,부산,3,청년,여,게임 및 퀴즈,1,33.33333333333333
2024-05-13,부산,18,장년,남,게임 및 퀴즈,8,44.44444444444444
2024-05-13,부산,17,장년,여,게임 및 퀴즈,8,47.05882352941176
2024-05-13,부산,27,노년,남,게임 및 퀴즈,14,51.85185185185185
2024-05-13,부산,2,노년,여,게임 및 퀴즈,0,0.0
2024-05-13,충북,37,청소년,남,워크숍 개최,18,48.64864864864865
2024-05-13,충북,11,청소년,여,워크숍 개최,8,72.72727272727273
2024-05-13,충북,13,청년,남,워크숍 개최,6,46.15384615384615
2024-05-13,충북,18,청년,여,워크숍 개최,12,66.66666666666666
2024-05-13,충북,11,장년,남,워크숍 개최,7,63.63636363636363
2024-05-13,충북,27,장년,여,워크숍 개최,15,55.55555555555556
2024-05-13,충북,40,노년,남,워크숍 개최,18,45.0
2024-05-13,충북,11,노년,여,워크숍 개최,6,54.54545454545454
2024-05-13,경기,25,청소년,남,게임 및 퀴즈,3,12.0
2024-05-13,경기,24,청소년,여,게임 및 퀴즈,10,41.66666666666667
2024-05-13,경기,11,청년,남,게임 및 퀴즈,0,0.0
2024-05-13,경기,8,청년,여,게임 및 퀴즈,7,87.5
2024-05-13,경기,27,장년,남,게임 및 퀴즈,18,66.66666666666666
2024-05-13,경기,12,장년,여,게임 및 퀴즈,1,8.333333333333332
2024-05-13,경기,16,노년,남,게임 및 퀴즈,2,12.5
2024-05-13,경기,31,노년,여,게임 및 퀴즈,11,35.483870967741936
2024-05-13,울산,24,청소년,남,홍보 부스 운영,10,41.66666666666667
2024-05-13,울산,16,청소년,여,홍보 부스 운영,4,25.0
2024-05-13,울산,32,청년,남,홍보 부스 운영,10,31.25
2024-05-13,울산,32,청년,여,홍보 부스 운영,8,25.0
2024-05-13,울산,6,장년,남,홍보 부스 운영,5,83.33333333333334
2024-05-13,울산,28,장년,여,홍보 부스 운영,1,3.571428571428571
2024-05-13,울산,34,노년,남,홍보 부스 운영,4,11.76470588235294
2024-05-13,울산,3,노년,여,홍보 부스 운영,1,33.33333333333333
2024-05-13,경남,24,청소년,남,재활용 품목 수집 이벤트,7,29.166666666666668
2024-05-13,경남,28,청소년,여,재활용 품목 수집 이벤트,19,67.85714285714286
2024-05-13,경남,23,청년,남,재활용 품목 수집 이벤트,15,65.21739130434783
2024-05-13,경남,6,청년,여,재활용 품목 수집 이벤트,0,0.0
2024-05-13,경남,10,장년,남,재활용 품목 수집 이벤트,0,0.0
2024-05-13,경남,35,장년,여,재활용 품목 수집 이벤트,0,0.0
2024-05-13,경남,7,노년,남,재활용 품목 수집 이벤트,1,14.285714285714285
2024-05-13,경남,28,노년,여,재활용 품목 수집 이벤트,8,28.57142857142857
2024-05-13,충남,35,청소년,남,재활용 아트 전시,8,22.857142857142858
2024-05-13,충남,33,청소년,여,재활용 아트 전시,6,18.181818181818183
2024-05-13,충남,19,청년,남,재활용 아트 전시,12,63.1578947368421
2024-05-13,충남,40,청년,여,재활용 아트 전시,14,35.0
2024-05-13,충남,18,장년,남,재활용 아트 전시,6,33.33333333333333
2024-05-13,충남,34,장년,여,재활용 아트 전시,14,41.17647058823529
2024-05-13,충남,18,노년,남,재활용 아트 전시,17,94.44444444444444
2024-05-13,충남,15,노년,여,재활용 아트 전시,6,40.0
2024-05-13,전북,28,청소년,남,재활용 아트 전시,10,35.714285714285715
2024-05-13,전북,18,청소년,여,재활용 아트 전시,11,61.111111111111114
2024-05-13,전북,5,청년,남,재활용 아트 전시,2,40.0
2024-05-13,전북,12,청년,여,재활용 아트 전시,1,8.333333333333332
2024-05-13,전북,30,장년,남,재활용 아트 전시,18,60.0
2024-05-13,전북,17,장년,여,재활용 아트 전시,1,5.88235294117647
2024-05-13,전북,23,노년,남,재활용 아트 전시,16,69.56521739130434
2024-05-13,전북,36,노년,여,재활용 아트 전시,18,50.0
2024-05-13,광주,3,청소년,남,업사이클링 마켓,2,66.66666666666666
2024-05-13,광주,15,청소년,여,업사이클링 마켓,10,66.66666666666666
2024-05-13,광주,10,청년,남,업사이클링 마켓,2,20.0
2024-05-13,광주,19,청년,여,업사이클링 마켓,16,84.21052631578947
2024-05-13,광주,40,장년,남,업사이클링 마켓,19,47.5
2024-05-13,광주,35,장년,여,업사이클링 마켓,20,57.14285714285714
2024-05-13,광주,14,노년,남,업사이클링 마켓,6,42.857142857142854
2024-05-13,광주,14,노년,여,업사이클링 마켓,2,14.285714285714285
2024-05-13,세종,39,청소년,남,게임 및 퀴즈,5,12.82051282051282
2024-05-13,세종,23,청소년,여,게임 및 퀴즈,18,78.26086956521739
2024-05-13,세종,9,청년,남,게임 및 퀴즈,4,44.44444444444444
2024-05-13,세종,20,청년,여,게임 및 퀴즈,19,95.0
2024-05-13,세종,21,장년,남,게임 및 퀴즈,6,28.57142857142857
2024-05-13,세종,28,장년,여,게임 및 퀴즈,12,42.857142857142854
2024-05-13,세종,36,노년,남,게임 및 퀴즈,10,27.77777777777778
2024-05-13,세종,14,노년,여,게임 및 퀴즈,5,35.714285714285715
2024-05-14,울산,37,청소년,남,홍보 부스 운영,0,0.0
2024-05-14,울산,34,청소년,여,홍보 부스 운영,20,58.82352941176471
2024-05-14,울산,24,청년,남,홍보 부스 운영,17,70.83333333333334
2024-05-14,울산,26,청년,여,홍보 부스 운영,14,53.84615384615385
2024-05-14,울산,39,장년,남,홍보 부스 운영,10,25.64102564102564
2024-05-14,울산,13,장년,여,홍보 부스 운영,1,7.6923076923076925
2024-05-14,울산,11,노년,남,홍보 부스 운영,4,36.36363636363637
2024-05-14,울산,15,노년,여,홍보 부스 운영,4,26.666666666666668
2024-05-14,서울,1,청소년,남,커뮤니티 청소 활동,0,0.0
2024-05-14,서울,36,청소년,여,커뮤니티 청소 활동,14,38.88888888888889
2024-05-14,서울,39,청년,남,커뮤니티 청소 활동,6,15.384615384615385
2024-05-14,서울,29,청년,여,커뮤니티 청소 활동,7,24.137931034482758
2024-05-14,서울,8,장년,남,커뮤니티 청소 활동,3,37.5
2024-05-14,서울,40,장년,여,커뮤니티 청소 활동,11,27.500000000000004
2024-05-14,서울,2,노년,남,커뮤니티 청소 활동,1,50.0
2024-05-14,서울,35,노년,여,커뮤니티 청소 활동,7,20.0
2024-05-14,부산,39,청소년,남,업사이클링 마켓,10,25.64102564102564
2024-05-14,부산,6,청소년,여,업사이클링 마켓,4,66.66666666666666
2024-05-14,부산,5,청년,남,업사이클링 마켓,2,40.0
2024-05-14,부산,28,청년,여,업사이클링 마켓,0,0.0
2024-05-14,부산,28,장년,남,업사이클링 마켓,3,10.714285714285714
2024-05-14,부산,32,장년,여,업사이클링 마켓,14,43.75
2024-05-14,부산,40,노년,남,업사이클링 마켓,0,0.0
2024-05-14,부산,29,노년,여,업사이클링 마켓,20,68.96551724137932
2024-05-14,대전,31,청소년,남,게임 및 퀴즈,16,51.61290322580645
2024-05-14,대전,4,청소년,여,게임 및 퀴즈,2,50.0
2024-05-14,대전,8,청년,남,게임 및 퀴즈,2,25.0
2024-05-14,대전,23,청년,여,게임 및 퀴즈,2,8.695652173913043
2024-05-14,대전,11,장년,남,게임 및 퀴즈,5,45.45454545454545
2024-05-14,대전,28,장년,여,게임 및 퀴즈,15,53.57142857142857
2024-05-14,대전,37,노년,남,게임 및 퀴즈,9,24.324324324324326
2024-05-14,대전,8,노년,여,게임 및 퀴즈,7,87.5
2024-05-14,경남,9,청소년,남,커뮤니티 청소 활동,6,66.66666666666666
2024-05-14,경남,20,청소년,여,커뮤니티 청소 활동,8,40.0
2024-05-14,경남,33,청년,남,커뮤니티 청소 활동,0,0.0
2024-05-14,경남,9,청년,여,커뮤니티 청소 활동,0,0.0
2024-05-14,경남,4,장년,남,커뮤니티 청소 활동,0,0.0
2024-05-14,경남,13,장년,여,커뮤니티 청소 활동,6,46.15384615384615
2024-05-14,경남,14,노년,남,커뮤니티 청소 활동,11,78.57142857142857
2024-05-14,경남,19,노년,여,커뮤니티 청소 활동,4,21.052631578947366
2024-05-14,세종,32,청소년,남,워크숍 개최,17,53.125
2024-05-14,세종,25,청소년,여,워크숍 개최,11,44.0
2024-05-14,세종,13,청년,남,워크숍 개최,12,92.3076923076923
2024-05-14,세종,3,청년,여,워크숍 개최,0,0.0
2024-05-14,세종,1,장년,남,워크숍 개최,0,0.0
2024-05-14,세종,15,장년,여,워크숍 개최,8,53.333333333333336
2024-05-14,세종,4,노년,남,워크숍 개최,1,25.0
2024-05-14,세종,7,노년,여,워크숍 개최,4,57.14285714285714
2024-05-14,전남,36,청소년,남,커뮤니티 청소 활동,14,38.88888888888889
2024-05-14,전남,3,청소년,여,커뮤니티 청소 활동,2,66.66666666666666
2024-05-14,전남,30,청년,남,커뮤니티 청소 활동,10,33.33333333333333
2024-05-14,전남,11,청년,여,커뮤니티 청소 활동,0,0.0
2024-05-14,전남,40,장년,남,커뮤니티 청소 활동,14,35.0
2024-05-14,전남,38,장년,여,커뮤니티 청소 활동,16,42.10526315789473
2024-05-14,전남,1,노년,남,커뮤니티 청소 활동,0,0.0
2024-05-14,전남,26,노년,여,커뮤니티 청소 활동,9,34.61538461538461
2024-05-14,인천,33,청소년,남,홍보 부스 운영,1,3.0303030303030303
2024-05-14,인천,27,청소년,여,홍보 부스 운영,17,62.96296296296296
2024-05-14,인천,25,청년,남,홍보 부스 운영,4,16.0
2024-05-14,인천,18,청년,여,홍보 부스 운영,16,88.88888888888889
2024-05-14,인천,34,장년,남,홍보 부스 운영,12,35.294117647058826
2024-05-14,인천,26,장년,여,홍보 부스 운영,11,42.30769230769231
2024-05-14,인천,20,노년,남,홍보 부스 운영,17,85.0
2024-05-14,인천,22,노년,여,홍보 부스 운영,5,22.727272727272727
2024-05-14,광주,23,청소년,남,홍보 부스 운영,7,30.434782608695656
2024-05-14,광주,25,청소년,여,홍보 부스 운영,16,64.0
2024-05-14,광주,22,청년,남,홍보 부스 운영,13,59.09090909090909
2024-05-14,광주,10,청년,여,홍보 부스 운영,7,70.0
2024-05-14,광주,14,장년,남,홍보 부스 운영,1,7.142857142857142
2024-05-14,광주,27,장년,여,홍보 부스 운영,10,37.03703703703704
2024-05-14,광주,1,노년,남,홍보 부스 운영,0,0.0
2024-05-14,광주,7,노년,여,홍보 부스 운영,1,14.285714285714285
2024-05-14,경북,8,청소년,남,재활용 아트 전시,1,12.5
2024-05-14,경북,2,청소년,여,재활용 아트 전시,0,0.0
2024-05-14,경북,19,청년,남,재활용 아트 전시,12,63.1578947368421
2024-05-14,경북,20,청년,여,재활용 아트 전시,7,35.0
2024-05-14,경북,7,장년,남,재활용 아트 전시,6,85.71428571428571
2024-05-14,경북,20,장년,여,재활용 아트 전시,7,35.0
2024-05-14,경북,38,노년,남,재활용 아트 전시,0,0.0
2024-05-14,경북,10,노년,여,재활용 아트 전시,0,0.0
2024-05-14,충남,8,청소년,남,업사이클링 마켓,1,12.5
2024-05-14,충남,16,청소년,여,업사이클링 마켓,10,62.5
2024-05-14,충남,27,청년,남,업사이클링 마켓,7,25.925925925925924
2024-05-14,충남,4,청년,여,업사이클링 마켓,2,50.0
2024-05-14,충남,4,장년,남,업사이클링 마켓,3,75.0
2024-05-14,충남,8,장년,여,업사이클링 마켓,7,87.5
2024-05-14,충남,27,노년,남,업사이클링 마켓,18,66.66666666666666
2024-05-14,충남,5,노년,여,업사이클링 마켓,1,20.0
2024-05-14,강원,30,청소년,남,워크숍 개최,6,20.0
2024-05-14,강원,15,청소년,여,워크숍 개최,3,20.0
2024-05-14,강원,18,청년,남,워크숍 개최,13,72.22222222222221
2024-05-14,강원,22,청년,여,워크숍 개최,10,45.45454545454545
2024-05-14,강원,34,장년,남,워크숍 개최,16,47.05882352941176
2024-05-14,강원,29,장년,여,워크숍 개최,13,44.827586206896555
2024-05-14,강원,35,노년,남,워크숍 개최,2,5.714285714285714
2024-05-14,강원,38,노년,여,워크숍 개최,14,36.84210526315789
2024-05-14,대구,18,청소년,남,게임 및 퀴즈,1,5.555555555555555
2024-05-14,대구,14,청소년,여,게임 및 퀴즈,12,85.71428571428571
2024-05-14,대구,20,청년,남,게임 및 퀴즈,9,45.0
2024-05-14,대구,27,청년,여,게임 및 퀴즈,4,14.814814814814813
2024-05-14,대구,4,장년,남,게임 및 퀴즈,0,0.0
2024-05-14,대구,19,장년,여,게임 및 퀴즈,6,31.57894736842105
2024-05-14,대구,15,노년,남,게임 및 퀴즈,8,53.333333333333336
2024-05-14,대구,19,노년,여,게임 및 퀴즈,0,0.0
2024-05-14,경기,13,청소년,남,업사이클링 마켓,1,7.6923076923076925
2024-05-14,경기,22,청소년,여,업사이클링 마켓,0,0.0
2024-05-14,경기,11,청년,남,업사이클링 마켓,0,0.0
2024-05-14,경기,21,청년,여,업사이클링 마켓,14,66.66666666666666
2024-05-14,경기,18,장년,남,업사이클링 마켓,8,44.44444444444444
2024-05-14,경기,6,장년,여,업사이클링 마켓,2,33.33333333333333
2024-05-14,경기,15,노년,남,업사이클링 마켓,9,60.0
2024-05-14,경기,21,노년,여,업사이클링 마켓,9,42.857142857142854
2024-05-14,전북,38,청소년,남,재활용 품목 수집 이벤트,6,15.789473684210526
2024-05-14,전북,25,청소년,여,재활용 품목 수집 이벤트,10,40.0
2024-05-14,전북,37,청년,남,재활용 품목 수집 이벤트,1,2.7027027027027026
2024-05-14,전북,1,청년,여,재활용 품목 수집 이벤트,0,0.0
2024-05-14,전북,21,장년,남,재활용 품목 수집 이벤트,0,0.0
2024-05-14,전북,30,장년,여,재활용 품목 수집 이벤트,15,50.0
2024-05-14,전북,36,노년,남,재활용 품목 수집 이벤트,4,11.11111111111111
2024-05-14,전북,3,노년,여,재활용 품목 수집 이벤트,0,0.0
2024-05-15,전남,28,청소년,남,재활용 품목 수집 이벤트,1,3.571428571428571
2024-05-15,전남,24,청소년,여,재활용 품목 수집 이벤트,1,4.166666666666666
2024-05-15,전남,2,청년,남,재활용 품목 수집 이벤트,1,50.0
2024-05-15,전남,18,청년,여,재활용 품목 수집 이벤트,2,11.11111111111111
2024-05-15,전남,22,장년,남,재활용 품목 수집 이벤트,5,22.727272727272727
2024-05-15,전남,6,장년,여,재활용 품목 수집 이벤트,0,0.0
2024-05-15,전남,5,노년,남,재활용 품목 수집 이벤트,4,80.0
2024-05-15,전남,29,노년,여,재활용 품목 수집 이벤트,14,48.275862068965516
2024-05-15,경남,5,청소년,남,게임 및 퀴즈,0,0.0
2024-05-15,경남,22,청소년,여,게임 및 퀴즈,13,59.09090909090909
2024-05-15,경남,24,청년,남,게임 및 퀴즈,3,12.5
2024-05-15,경남,16,청년,여,게임 및 퀴즈,7,43.75
2024-05-15,경남,22,장년,남,게임 및 퀴즈,11,50.0
2024-05-15,경남,39,장년,여,게임 및 퀴즈,5,12.82051282051282
2024-05-15,경남,30,노년,남,게임 및 퀴즈,16,53.333333333333336
2024-05-15,경남,15,노년,여,게임 및 퀴즈,0,0.0
2024-05-15,대전,19,청소년,남,커뮤니티 청소 활동,8,42.10526315789473
2024-05-15,대전,33,청소년,여,커뮤니티 청소 활동,19,57.57575757575758
2024-05-15,대전,24,청년,남,커뮤니티 청소 활동,15,62.5
2024-05-15,대전,17,청년,여,커뮤니티 청소 활동,1,5.88235294117647
2024-05-15,대전,4,장년,남,커뮤니티 청소 활동,0,0.0
2024-05-15,대전,33,장년,여,커뮤니티 청소 활동,20,60.60606060606061
2024-05-15,대전,28,노년,남,커뮤니티 청소 활동,6,21.428571428571427
2024-05-15,대전,5,노년,여,커뮤니티 청소 활동,3,60.0
2024-05-15,서울,23,청소년,남,재활용 품목 수집 이벤트,19,82.6086956521739
2024-05-15,서울,34,청소년,여,재활용 품목 수집 이벤트,9,26.47058823529412
2024-05-15,서울,2,청년,남,재활용 품목 수집 이벤트,0,0.0
2024-05-15,서울,11,청년,여,재활용 품목 수집 이벤트,10,90.9090909090909
2024-05-15,서울,33,장년,남,재활용 품목 수집 이벤트,19,57.57575757575758
2024-05-15,서울,22,장년,여,재활용 품목 수집 이벤트,9,40.909090909090914
2024-05-15,서울,32,노년,남,재활용 품목 수집 이벤트,2,6.25
2024-05-15,서울,16,노년,여,재활용 품목 수집 이벤트,11,68.75
2024-05-15,인천,37,청소년,남,홍보 부스 운영,10,27.027027027027028
2024-05-15,인천,32,청소년,여,홍보 부스 운영,19,59.375
2024-05-15,인천,23,청년,남,홍보 부스 운영,5,21.73913043478261
2024-05-15,인천,38,청년,여,홍보 부스 운영,19,50.0
2024-05-15,인천,29,장년,남,홍보 부스 운영,3,10.344827586206897
2024-05-15,인천,35,장년,여,홍보 부스 운영,1,2.857142857142857
2024-05-15,인천,26,노년,남,홍보 부스 운영,10,38.46153846153847
2024-05-15,인천,39,노년,여,홍보 부스 운영,3,7.6923076923076925
2024-05-15,세종,35,청소년,남,재활용 아트 전시,13,37.142857142857146
2024-05-15,세종,39,청소년,여,재활용 아트 전시,5,12.82051282051282
2024-05-15,세종,16,청년,남,재활용 아트 전시,13,81.25
2024-05-15,세종,11,청년,여,재활용 아트 전시,2,18.181818181818183
2024-05-15,세종,37,장년,남,재활용 아트 전시,13,35.13513513513514
2024-05-15,세종,35,장년,여,재활용 아트 전시,1,2.857142857142857
2024-05-15,세종,18,노년,남,재활용 아트 전시,8,44.44444444444444
2024-05-15,세종,23,노년,여,재활용 아트 전시,0,0.0
2024-05-15,광주,25,청소년,남,워크숍 개최,9,36.0
2024-05-15,광주,15,청소년,여,워크숍 개최,6,40.0
2024-05-15,광주,11,청년,남,워크숍 개최,4,36.36363636363637
2024-05-15,광주,6,청년,여,워크숍 개최,1,16.666666666666664
2024-05-15,광주,14,장년,남,워크숍 개최,0,0.0
2024-05-15,광주,14,장년,여,워크숍 개최,13,92.85714285714286
2024-05-15,광주,38,노년,남,워크숍 개최,16,42.10526315789473
2024-05-15,광주,18,노년,여,워크숍 개최,14,77.77777777777779
2024-05-15,강원,8,청소년,남,재활용 품목 수집 이벤트,5,62.5
2024-05-15,강원,24,청소년,여,재활용 품목 수집 이벤트,11,45.83333333333333
2024-05-15,강원,16,청년,남,재활용 품목 수집 이벤트,15,93.75
2024-05-15,강원,20,청년,여,재활용 품목 수집 이벤트,6,30.0
2024-05-15,강원,31,장년,남,재활용 품목 수집 이벤트,20,64.51612903225806
2024-05-15,강원,15,장년,여,재활용 품목 수집 이벤트,14,93.33333333333333
2024-05-15,강원,7,노년,남,재활용 품목 수집 이벤트,5,71.42857142857143
2024-05-15,강원,31,노년,여,재활용 품목 수집 이벤트,20,64.51612903225806
2024-05-15,경북,27,청소년,남,재활용 품목 수집 이벤트,15,55.55555555555556
2024-05-15,경북,33,청소년,여,재활용 품목 수집 이벤트,1,3.0303030303030303
2024-05-15,경북,32,청년,남,재활용 품목 수집 이벤트,4,12.5
2024-05-15,경북,11,청년,여,재활용 품목 수집 이벤트,9,81.81818181818183
2024-05-15,경북,2,장년,남,재활용 품목 수집 이벤트,1,50.0
2024-05-15,경북,23,장년,여,재활용 품목 수집 이벤트,3,13.043478260869565
2024-05-15,경북,37,노년,남,재활용 품목 수집 이벤트,3,8.108108108108109
2024-05-15,경북,22,노년,여,재활용 품목 수집 이벤트,17,77.27272727272727
2024-05-15,대구,9,청소년,남,홍보 부스 운영,4,44.44444444444444
2024-05-15,대구,17,청소년,여,홍보 부스 운영,13,76.47058823529412
2024-05-15,대구,7,청년,남,홍보 부스 운영,1,14.285714285714285
2024-05-15,대구,12,청년,여,홍보 부스 운영,10,83.33333333333334
2024-05-15,대구,30,장년,남,홍보 부스 운영,8,26.666666666666668
2024-05-15,대구,23,장년,여,홍보 부스 운영,8,34.78260869565217
2024-05-15,대구,7,노년,남,홍보 부스 운영,5,71.42857142857143
2024-05-15,대구,20,노년,여,홍보 부스 운영,5,25.0
2024-05-15,제주,40,청소년,남,홍보 부스 운영,13,32.5
2024-05-15,제주,31,청소년,여,홍보 부스 운영,11,35.483870967741936
2024-05-15,제주,32,청년,남,홍보 부스 운영,13,40.625
2024-05-15,제주,39,청년,여,홍보 부스 운영,14,35.8974358974359
2024-05-15,제주,40,장년,남,홍보 부스 운영,1,2.5
2024-05-15,제주,13,장년,여,홍보 부스 운영,2,15.384615384615385
2024-05-15,제주,1,노년,남,홍보 부스 운영,0,0.0
2024-05-15,제주,11,노년,여,홍보 부스 운영,1,9.090909090909092
2024-05-15,경기,31,청소년,남,업사이클링 마켓,9,29.03225806451613
2024-05-15,경기,3,청소년,여,업사이클링 마켓,1,33.33333333333333
2024-05-15,경기,14,청년,남,업사이클링 마켓,10,71.42857142857143
2024-05-15,경기,36,청년,여,업사이클링 마켓,6,16.666666666666664
2024-05-15,경기,32,장년,남,업사이클링 마켓,7,21.875
2024-05-15,경기,14,장년,여,업사이클링 마켓,0,0.0
2024-05-15,경기,34,노년,남,업사이클링 마켓,9,26.47058823529412
2024-05-15,경기,11,노년,여,업사이클링 마켓,8,72.72727272727273
2024-05-15,충남,23,청소년,남,커뮤니티 청소 활동,12,52.17391304347826
2024-05-15,충남,31,청소년,여,커뮤니티 청소 활동,18,58.06451612903226
2024-05-15,충남,21,청년,남,커뮤니티 청소 활동,20,95.23809523809523
2024-05-15,충남,38,청년,여,커뮤니티 청소 활동,14,36.84210526315789
2024-05-15,충남,34,장년,남,커뮤니티 청소 활동,18,52.94117647058824
2024-05-15,충남,22,장년,여,커뮤니티 청소 활동,3,13.636363636363635
2024-05-15,충남,18,노년,남,커뮤니티 청소 활동,10,55.55555555555556
2024-05-15,충남,31,노년,여,커뮤니티 청소 활동,18,58.06451612903226
2024-05-15,충북,30,청소년,남,재활용 품목 수집 이벤트,8,26.666666666666668
2024-05-15,충북,12,청소년,여,재활용 품목 수집 이벤트,6,50.0
2024-05-15,충북,27,청년,남,재활용 품목 수집 이벤트,6,22.22222222222222
2024-05-15,충북,13,청년,여,재활용 품목 수집 이벤트,4,30.76923076923077
2024-05-15,충북,5,장년,남,재활용 품목 수집 이벤트,1,20.0
2024-05-15,충북,32,장년,여,재활용 품목 수집 이벤트,17,53.125
2024-05-15,충북,18,노년,남,재활용 품목 수집 이벤트,16,88.88888888888889
2024-05-15,충북,35,노년,여,재활용 품목 수집 이벤트,10,28.57142857142857
2024-05-15,전북,14,청소년,남,홍보 부스 운영,12,85.71428571428571
2024-05-15,전북,10,청소년,여,홍보 부스 운영,4,40.0
2024-05-15,전북,13,청년,남,홍보 부스 운영,3,23.076923076923077
2024-05-15,전북,11,청년,여,홍보 부스 운영,5,45.45454545454545
2024-05-15,전북,24,장년,남,홍보 부스 운영,2,8.333333333333332
2024-05-15,전북,38,장년,여,홍보 부스 운영,5,13.157894736842104
2024-05-15,전북,16,노년,남,홍보 부스 운영,10,62.5
2024-05-15,전북,22,노년,여,홍보 부스 운영,12,54.54545454545454
2024-05-15,울산,32,청소년,남,커뮤니티 청소 활동,18,56.25
2024-05-15,울산,7,청소년,여,커뮤니티 청소 활동,4,57.14285714285714
2024-05-15,울산,25,청년,남,커뮤니티 청소 활동,6,24.0
2024-05-15,울산,20,청년,여,커뮤니티 청소 활동,18,90.0
2024-05-15,울산,18,장년,남,커뮤니티 청소 활동,12,66.66666666666666
2024-05-15,울산,24,장년,여,커뮤니티 청소 활동,18,75.0
2024-05-15,울산,14,노년,남,커뮤니티 청소 활동,5,35.714285714285715
2024-05-15,울산,28,노년,여,커뮤니티 청소 활동,13,46.42857142857143
2024-05-16,전남,8,청소년,남,커뮤니티 청소 활동,6,75.0
2024-05-16,전남,17,청소년,여,커뮤니티 청소 활동,4,23.52941176470588
2024-05-16,전남,26,청년,남,커뮤니티 청소 활동,13,50.0
2024-05-16,전남,19,청년,여,커뮤니티 청소 활동,10,52.63157894736842
2024-05-16,전남,24,장년,남,커뮤니티 청소 활동,10,41.66666666666667
2024-05-16,전남,14,장년,여,커뮤니티 청소 활동,10,71.42857142857143
2024-05-16,전남,30,노년,남,커뮤니티 청소 활동,13,43.333333333333336
2024-05-16,전남,20,노년,여,커뮤니티 청소 활동,12,60.0
2024-05-16,울산,1,청소년,남,재활용 아트 전시,0,0.0
2024-05-16,울산,16,청소년,여,재활용 아트 전시,9,56.25
2024-05-16,울산,13,청년,남,재활용 아트 전시,11,84.61538461538461
2024-05-16,울산,20,청년,여,재활용 아트 전시,16,80.0
2024-05-16,울산,36,장년,남,재활용 아트 전시,2,5.555555555555555
2024-05-16,울산,22,장년,여,재활용 아트 전시,18,81.81818181818183
2024-05-16,울산,13,노년,남,재활용 아트 전시,9,69.23076923076923
2024-05-16,울산,34,노년,여,재활용 아트 전시,17,50.0
2024-05-16,충북,23,청소년,남,워크숍 개최,7,30.434782608695656
2024-05-16,충북,26,청소년,여,워크숍 개최,0,0.0
2024-05-16,충북,39,청년,남,워크숍 개최,6,15.384615384615385
2024-05-16,충북,1,청년,여,워크숍 개최,0,0.0
2024-05-16,충북,11,장년,남,워크숍 개최,10,90.9090909090909
2024-05-16,충북,17,장년,여,워크숍 개최,11,64.70588235294117
2024-05-16,충북,25,노년,남,워크숍 개최,6,24.0
2024-05-16,충북,31,노년,여,워크숍 개최,13,41.935483870967744
2024-05-16,서울,16,청소년,남,홍보 부스 운영,10,62.5
2024-05-16,서울,23,청소년,여,홍보 부스 운영,4,17.391304347826086
2024-05-16,서울,33,청년,남,홍보 부스 운영,11,33.33333333333333
2024-05-16,서울,38,청년,여,홍보 부스 운영,12,31.57894736842105
2024-05-16,서울,21,장년,남,홍보 부스 운영,14,66.66666666666666
2024-05-16,서울,29,장년,여,홍보 부스 운영,0,0.0
2024-05-16,서울,13,노년,남,홍보 부스 운영,11,84.61538461538461
2024-05-16,서울,5,노년,여,홍보 부스 운영,4,80.0
2024-05-16,인천,30,청소년,남,재활용 아트 전시,19,63.33333333333333
2024-05-16,인천,5,청소년,여,재활용 아트 전시,4,80.0
2024-05-16,인천,21,청년,남,재활용 아트 전시,7,33.33333333333333
2024-05-16,인천,1,청년,여,재활용 아트 전시,0,0.0
2024-05-16,인천,23,장년,남,재활용 아트 전시,20,86.95652173913044
2024-05-16,인천,24,장년,여,재활용 아트 전시,17,70.83333333333334
2024-05-16,인천,31,노년,남,재활용 아트 전시,16,51.61290322580645
2024-05-16,인천,30,노년,여,재활용 아트 전시,9,30.0
2024-05-16,강원,14,청소년,남,워크숍 개최,13,92.85714285714286
2024-05-16,강원,1,청소년,여,워크숍 개최,0,0.0
2024-05-16,강원,22,청년,남,워크숍 개최,6,27.27272727272727
2024-05-16,강원,34,청년,여,워크숍 개최,2,5.88235294117647
2024-05-16,강원,40,장년,남,워크숍 개최,10,25.0
2024-05-16,강원,39,장년,여,워크숍 개최,9,23.076923076923077
2024-05-16,강원,23,노년,남,워크숍 개최,8,34.78260869565217
2024-05-16,강원,6,노년,여,워크숍 개최,5,83.33333333333334
2024-05-16,경북,33,청소년,남,업사이클링 마켓,5,15.151515151515152
2024-05-16,경북,22,청소년,여,업사이클링 마켓,1,4.545454545454546
2024-05-16,경북,40,청년,남,업사이클링 마켓,18,45.0
2024-05-16,경북,39,청년,여,업사이클링 마켓,13,33.33333333333333
2024-05-16,경북,19,장년,남,업사이클링 마켓,4,21.052631578947366
2024-05-16,경북,23,장년,여,업사이클링 마켓,13,56.52173913043478
2024-05-16,경북,11,노년,남,업사이클링 마켓,9,81.81818181818183
2024-05-16,경북,25,노년,여,업사이클링 마켓,8,32.0
2024-05-16,부산,27,청소년,남,커뮤니티 청소 활동,6,22.22222222222222
2024-05-16,부산,10,청소년,여,커뮤니티 청소 활동,6,60.0
2024-05-16,부산,16,청년,남,커뮤니티 청소 활동,8,50.0
